id,player,pos,team,points,sd_pts,dropoff,floor,ceiling,points_vor,floor_vor,ceiling_vor,rank,floor_rank,ceiling_rank,pos_rank,tier,ecr,sd_ecr,risk,injury_status,pos_chr
100028,Chargers,DST,LAC,5.82,0.843,0.0236,4.63,6.77,-0.496,-0.636,-0.572,99,105,101,18,12,12.5,2.06,3.77,,DST
2561177,Kyle Allen,QB,WAS,5.79,7.38,3.68,0.835,10.9,-13.8,-16.8,-10.5,430,389,310,34,15,,,11.8,,QB
100011,Packers,DST,GB,5.79,1.03,0.0612,4.51,6.99,-0.52,-0.763,-0.345,101,111,94,19,12,24.4,2.32,4.7,,DST
100020,Vikings,DST,MIN,5.73,1.52,0.0477,3.2,6.87,-0.581,-2.07,-0.471,103,140,97,20,13,19.4,3.27,7.36,,DST
2561146,Boston Scott,RB,PHI,5.7,1.8,0.19,3.58,8.27,-5.3,-5.39,-5.34,220,239,195,43,12,40.3,3.92,7.13,,RB
100021,Patriots,DST,NE,5.68,0.773,0.00111,4.69,6.32,-0.629,-0.584,-1.02,105,103,105,21,13,20,2.14,3.62,,DST
100008,Cowboys,DST,DAL,5.68,0.944,0.195,4.42,6.84,-0.63,-0.849,-0.5,106,112,99,22,14,11,6.03,8.29,,DST
2560735,Michael Gallup,WR,DAL,5.66,2.5,0.203,3.89,7.33,-5.62,-4.78,-7.3,235,213,252,69,9,,,7.68,,WR
2566442,Pat Freiermuth,TE,PIT,5.64,0.851,0.226,4.45,6.42,-1.46,-1.76,-1.9,122,135,125,19,8,21.7,3.26,4.43,,TE
2550512,Damien Williams,RB,CHI,5.51,1.94,0.00983,4.19,8.69,-5.49,-4.78,-4.93,228,211,189,44,12,49.3,3.07,6.56,,RB
2560835,Rashaad Penny,RB,SEA,5.5,3.05,0.0459,2.45,10.2,-5.5,-6.52,-3.43,229,275,152,45,12,44.6,2.59,8.37,,RB
100010,Lions,DST,DET,5.49,1.7,0.0605,3.14,6.86,-0.825,-2.13,-0.477,108,141,98,23,14,25.8,2.04,6.69,,DST
2559153,Keelan Cole,WR,NYJ,5.46,0.864,0.198,4.53,6.27,-5.82,-4.15,-8.36,246,190,268,70,9,,,3.62,,WR
2565108,JaMycal Hasty,RB,SF,5.45,0.596,0.0209,4.74,6.18,-5.55,-4.22,-7.43,231,193,254,46,12,51.3,4.07,4.81,,RB
2532797,Brandon Bolden,RB,NE,5.43,1.46,0.0474,4.18,7.73,-5.57,-4.79,-5.88,233,214,213,47,12,46,3.71,6.23,,RB
100022,Saints,DST,NO,5.43,0.536,0.0306,4.93,6.16,-0.885,-0.343,-1.17,110,98,109,24,15,20.2,3.96,4.72,,DST
2558832,Mo Alie-Cox,TE,IND,5.41,1.31,0.35,3.73,7.03,-1.69,-2.48,-1.28,126,149,114,20,9,18.3,1.37,3.98,,TE
100012,Titans,DST,TEN,5.4,0.984,0.479,3.83,6.34,-0.916,-1.44,-0.997,112,125,104,25,16,20.9,1.66,3.83,,DST
2560742,Nyheim Hines,RB,IND,5.39,1.06,0.0307,3.96,6.59,-5.62,-5.01,-7.02,236,219,248,48,12,42.3,1.98,3.66,,RB
2565090,Salvon Ahmed,RB,MIA,5.36,1.1,0.29,3.98,6.47,-5.65,-4.99,-7.14,238,218,251,49,12,49.3,2.3,4.08,,RB
2555468,Rashard Higgins,WR,CLE,5.26,1.44,0.0928,3.46,6.61,-6.02,-5.21,-8.02,253,224,262,71,9,,,5.04,,WR
2566385,Elijah Moore,WR,NYJ,5.17,2.42,0.117,1.76,7.9,-6.11,-6.92,-6.73,258,289,240,72,9,,,7.48,,WR
2559947,Phillip Lindsay,RB,HOU,5.07,2.22,0.301,3.32,8.24,-5.94,-5.65,-5.37,251,251,197,50,12,49.6,4.59,8.67,,RB
2559947,Phillip Lindsay,RB,MIA,5.07,2.22,0.301,3.32,8.24,-5.94,-5.65,-5.37,251,251,197,50,12,49.6,4.59,8.67,,RB
2563704,Cole Kmet,TE,CHI,5.06,0.715,0.0572,4.24,5.98,-2.04,-1.97,-2.34,132,137,133,21,9,20.1,0.97,2.23,,TE
2558821,Jamal Agnew,WR,JAC,5.05,0.911,0.219,3.89,5.9,-6.23,-4.78,-8.73,261,212,272,73,9,,,3.73,,WR
2557889,Gerald Everett,TE,SEA,5.01,0.612,0.219,4.18,5.74,-2.1,-2.03,-2.57,133,139,138,22,9,22.2,1.18,2.15,,TE
100024,Jets,DST,NYJ,4.92,1.53,0.0202,2.91,6.09,-1.4,-2.35,-1.25,120,145,111,26,16,27.1,1.71,5.75,,DST
100015,Jaguars,DST,JAC,4.9,1.53,0.273,2.9,6.12,-1.42,-2.37,-1.22,121,147,110,27,17,22.7,2.81,6.92,,DST
2553895,Adam Humphries,WR,WAS,4.83,1.35,0.0486,3.15,6.23,-6.45,-5.53,-8.4,266,246,269,74,9,,,4.83,,WR
2562750,Tommy Sweeney,TE,BUF,4.79,1.2,0.0136,2.85,5.68,-2.32,-3.36,-2.63,139,164,141,23,9,26.9,3.06,5.1,,TE
2560883,Equanimeous St. Brown,WR,GB,4.78,1.73,0.0137,3.12,6.5,-6.5,-5.55,-8.13,268,247,263,75,9,,,5.76,,WR
2563155,Deonte Harris,WR,NO,4.77,0.973,0.17,3.41,5.44,-6.51,-5.27,-9.18,269,231,283,76,9,,,3.89,Q,WR
2555415,Austin Hooper,TE,CLE,4.77,0.627,0.0262,3.84,5.26,-2.33,-2.37,-3.05,140,146,146,24,9,24.3,1.16,2.17,,TE
2560809,Sony Michel,RB,LAR,4.76,1.49,0.0602,2.48,5.82,-6.24,-6.49,-7.79,262,273,257,51,12,46.2,2.28,4.85,,RB
2558207,Jonnu Smith,TE,NE,4.75,1.76,0.214,2.1,6.36,-2.36,-4.11,-1.95,141,189,127,25,9,25.2,4.05,7.28,Q,TE
2495466,Mark Ingram,RB,NO,4.7,0.836,0.0243,3.69,5.75,-6.3,-5.27,-7.86,263,232,259,52,12,48.8,5.61,6.85,,RB
2560933,Jordan Wilkins,RB,IND,4.68,,0.494,,,-6.32,,,264,,,53,13,,,,,RB
2560933,Jordan Wilkins,RB,FA,4.68,,0.494,,,-6.32,,,264,,,53,13,,,,,RB
100023,Giants,DST,NYG,4.62,0.601,0.111,4.02,5.46,-1.69,-1.25,-1.88,125,123,124,28,18,26.1,1.41,2.26,,DST
2563602,Gabriel Davis,WR,BUF,4.6,1.28,0.197,2.82,5.53,-6.68,-5.85,-9.1,271,258,280,77,9,,,4.64,,WR
2561060,Ross Dwelley,TE,SF,4.53,1.25,0.116,3.01,6.08,-2.57,-3.2,-2.23,144,160,130,26,9,28.5,1.66,4.08,,TE
100019,Dolphins,DST,MIA,4.51,0.759,1.34,3.47,5.47,-1.8,-1.8,-1.87,129,136,123,29,19,29.1,0.3,1.64,,DST
2558942,Anthony Firkser,TE,TEN,4.42,1.07,0.031,3.21,5.6,-2.69,-3,-2.72,146,156,142,27,9,27.7,1.67,3.66,,TE
2560920,James Washington,WR,PIT,4.4,2.02,0.0149,2.79,7.69,-6.88,-5.88,-6.93,277,260,243,78,9,,,6.5,,WR
2566127,Nico Collins,WR,HOU,4.39,1.91,0.0575,1.46,6.32,-6.89,-7.21,-8.31,278,296,266,79,9,,,6.21,,WR
2562394,Donald Parham,TE,LAC,4.39,1.65,0.0563,3.25,6.16,-2.72,-2.96,-2.15,147,155,129,28,9,,,7.83,,TE
2560844,Byron Pringle,WR,KC,4.33,0.704,0.076,3.73,5.25,-6.95,-4.94,-9.37,281,217,287,80,9,,,3.22,,WR
2557986,David Njoku,TE,CLE,4.33,0.964,0.142,2.71,5.43,-2.77,-3.5,-2.88,148,167,144,29,10,23,1.38,3.16,,TE
2565225,Tyler Johnson,WR,TB,4.25,0.222,0.0108,4.02,4.45,-7.03,-4.66,-10.2,286,206,303,81,9,,,2.02,,WR
2565195,Freddie Swain,WR,SEA,4.24,1.03,0.0341,3.01,5.13,-7.04,-5.66,-9.5,287,252,289,82,10,,,4.03,,WR
2649,Danny Amendola,WR,HOU,4.21,0.903,0.0691,3.32,5.33,-7.07,-5.36,-9.29,288,238,285,83,10,,,3.71,,WR
2565144,DeeJay Dallas,RB,SEA,4.19,0.752,0.014,3.22,4.8,-6.82,-5.75,-8.81,274,254,274,54,13,62.5,4.45,5.51,,RB
2552401,MyCole Pruitt,TE,TEN,4.19,2.12,0.438,2.69,5.58,-2.91,-3.52,-2.73,153,168,143,30,10,47.6,1.96,6.43,,TE
2566343,Rhamondre Stevenson,RB,NE,4.17,4.63,0.0409,1.33,9.32,-6.83,-7.63,-4.29,275,319,170,55,13,81.3,4.92,14,,RB
2560936,Cedrick Wilson,WR,DAL,4.14,1.34,0.0602,2.47,5.36,-7.14,-6.2,-9.27,290,269,284,84,10,,,4.79,,WR
2543715,Jerick McKinnon,RB,KC,4.13,0.748,0.0682,2.99,4.71,-6.87,-5.98,-8.9,276,265,275,56,13,50.9,2.51,3.55,,RB
2543500,Jordan Matthews,WR,FA,4.08,,0.173,,,-7.2,,,292,,,85,10,,,,,WR
2543500,Jordan Matthews,WR,SF,4.08,,0.173,,,-7.2,,,292,,,85,10,,,,,WR
2560770,Ronald Jones,RB,TB,4.06,2.08,0.174,1.4,6.66,-6.94,-7.57,-6.95,280,311,245,57,13,53.8,2.66,6.44,,RB
2561653,KhaDarel Hodge,WR,DET,3.91,1.93,0.0716,1.79,5.26,-7.37,-6.88,-9.37,298,287,286,86,10,,,6.27,,WR
2557977,Jeremy McNichols,RB,TEN,3.89,0.574,0.0409,3.2,4.65,-7.12,-5.77,-8.96,289,255,277,58,13,60.7,2.72,3.41,,RB
2557977,Jeremy McNichols,RB,FA,3.89,0.574,0.0409,3.2,4.65,-7.12,-5.77,-8.96,289,255,277,58,13,60.7,2.72,3.41,,RB
2564808,Lamical Perine,RB,NYJ,3.85,0.505,0.113,3.5,4.19,-7.16,-5.47,-9.42,291,242,288,59,13,75.8,2.77,3.31,,RB
2562844,Jalen Guyton,WR,LAC,3.84,0.803,0.109,2.67,4.75,-7.44,-6.01,-9.88,299,266,299,87,10,,,3.46,,WR
2560894,Ian Thomas,TE,CAR,3.75,0.305,0.0176,3.4,4.07,-3.35,-2.81,-4.24,162,153,169,31,10,39.4,4.75,4.33,,TE
2560756,Justin Jackson,RB,LAC,3.74,1.02,0.0254,2.44,4.89,-7.27,-6.53,-8.72,293,276,271,60,13,64.1,3.18,4.8,,RB
2560975,Braxton Berrios,WR,NYJ,3.73,1.52,0.00497,2.47,5.59,-7.55,-6.21,-9.03,300,270,278,88,10,,,5.26,,WR
2560951,Jordan Akins,TE,HOU,3.73,0.754,0.0134,2.61,4.53,-3.37,-3.6,-3.78,164,170,160,32,10,35.3,2.99,3.97,,TE
2552652,Chris Conley,WR,HOU,3.72,1.76,0.00892,1.22,4.88,-7.56,-7.45,-9.75,301,308,292,89,10,,,5.84,,WR
2560747,Hayden Hurst,TE,ATL,3.72,1.14,0.254,1.98,4.69,-3.38,-4.23,-3.63,166,194,156,33,11,29.4,3.23,5.1,,TE
2558250,Tarik Cohen,RB,CHI,3.71,,0.00948,,,-7.29,,,294,,,61,13,,,,,RB
2555478,Demarcus Robinson,WR,KC,3.71,1.6,0.0881,1.66,5.45,-7.57,-7.01,-9.18,302,291,282,90,10,,,5.44,,WR
2540156,Giovani Bernard,RB,TB,3.7,1.38,0.00698,2.26,5.45,-7.3,-6.7,-8.17,295,282,264,62,13,55.4,2.37,4.71,,RB
2540230,Kyle Juszczyk,RB,SF,3.69,1.37,0.404,1.7,5.1,-7.31,-7.27,-8.51,296,301,270,63,14,61.4,4.65,6.99,,RB
2564802,Denzel Mims,WR,NYJ,3.62,1.74,0.0845,2.45,5.55,-7.66,-6.23,-9.08,303,271,279,91,10,,,5.78,,WR
2562995,Malik Taylor,WR,GB,3.54,2.07,0.03,2.32,5.82,-7.74,-6.35,-8.81,305,272,273,92,10,,,6.61,,WR
2562808,Olamide Zaccheaus,WR,ATL,3.51,0.988,0.119,2.87,4.86,-7.77,-5.8,-9.77,306,257,295,93,10,,,3.92,,WR
2559193,Blake Jarwin,TE,DAL,3.47,0.807,0.231,2.6,4.38,-3.64,-3.61,-3.93,170,172,162,34,11,33,3.14,4.22,,TE
2560243,Brandon Zylstra,WR,CAR,3.39,,0.0472,,,-7.89,,,307,,,94,10,,,,IR,WR
2566091,Amari Rodgers,WR,GB,3.34,1.69,0.0106,1.44,5.46,-7.94,-7.24,-9.17,308,298,281,95,10,,,5.68,,WR
2556396,Chester Rogers,WR,TEN,3.33,1.64,0.0418,0.972,4.76,-7.95,-7.7,-9.87,309,323,298,96,10,,,5.54,,WR
2565054,Joshua Kelley,RB,LAC,3.29,0.288,0.299,3,3.57,-7.71,-5.97,-10,304,263,301,64,14,62.8,3.38,3.48,,RB
2560836,Dante Pettis,WR,NYG,3.29,2.24,0.0445,1.81,6.85,-7.99,-6.86,-7.78,310,286,256,97,10,,,7.03,,WR
2553502,DeAndre Carter,WR,WAS,3.25,2.57,0.0744,0.732,5.71,-8.03,-7.94,-8.92,312,342,276,98,10,,,7.87,,WR
2540232,Jack Doyle,TE,IND,3.23,0.962,0.0054,2.04,4.52,-3.87,-4.17,-3.79,175,192,161,35,11,40,3.35,4.77,,TE
2495888,Marcedes Lewis,TE,GB,3.23,0.114,0.0261,3.14,3.35,-3.87,-3.07,-4.97,176,157,191,36,11,40.1,4.96,4.04,,TE
2564703,Adam Trautman,TE,NO,3.2,0.7,0.101,2.13,3.72,-3.9,-4.08,-4.59,178,188,181,37,11,31.2,3.64,4.37,,TE
2540202,Kenny Stills,WR,NO,3.17,1.64,0.132,1.72,4.87,-8.11,-6.95,-9.76,313,290,293,99,10,,,5.53,,WR
100013,Texans,DST,HOU,3.17,2.25,,-0.438,5.36,-3.14,-5.71,-1.98,159,253,128,30,,29.9,0.3,6.71,,DST
2550656,Cameron Brate,TE,TB,3.1,0.562,0.0409,2.5,3.78,-4,-3.71,-4.53,179,174,178,38,11,39.4,7.56,7.25,,TE
2564676,Juwan Johnson,TE,NO,3.06,1.69,0.0585,1.45,4.65,-4.04,-4.76,-3.66,183,210,158,39,11,36.7,3,6.24,,TE
2537931,Josh Gordon,WR,KC,3.04,1.65,0.0208,1.77,4.78,-8.24,-6.91,-9.84,316,288,297,100,10,,,5.56,,WR
2557856,O.J. Howard,TE,TB,3,0.709,0.0385,2.31,3.91,-4.1,-3.9,-4.4,185,177,174,40,11,31.4,4.81,5.35,,TE
2558123,Marlon Mack,RB,IND,2.99,1.23,0.147,1.37,4.05,-8.01,-7.59,-9.56,311,314,290,65,14,61,3.57,5.61,,RB
2561046,Will Dissly,TE,SEA,2.96,1.32,0.116,1.54,4.65,-4.14,-4.67,-3.66,187,207,157,41,11,41.8,2.32,4.8,,TE
2559018,Pharaoh Brown,TE,HOU,2.85,0.924,0.0335,1.56,3.65,-4.26,-4.65,-4.66,188,205,183,42,11,42.8,3.69,4.95,Q,TE
2564640,J.J. Taylor,RB,NE,2.84,1.11,0.048,1.39,3.7,-8.16,-7.58,-9.91,314,312,300,66,14,58.9,3.24,5.03,,RB
2565914,Tommy Tremble,TE,CAR,2.81,0.783,0.0422,2.14,4.01,-4.29,-4.07,-4.31,189,187,171,43,11,35.6,2.66,3.77,,TE
2560733,Royce Freeman,RB,CAR,2.8,0.533,0.0484,2.32,3.56,-8.21,-6.65,-10.1,315,279,302,67,14,56,3.18,3.79,,RB
2560733,Royce Freeman,RB,HOU,2.8,0.533,0.0484,2.32,3.56,-8.21,-6.65,-10.1,315,279,302,67,14,56,3.18,3.79,,RB
2563911,Albert Okwuegbunam,TE,DEN,2.77,1.67,0.0208,0.978,4.17,-4.33,-5.23,-4.14,191,227,164,44,11,44.2,7.07,9.53,,TE
2562665,Travis Homer,RB,SEA,2.75,0.498,0.0171,2.3,3.25,-8.26,-6.66,-10.4,317,280,306,68,14,70.1,3.73,4.27,,RB
2550313,Richard Rodgers,TE,PHI,2.75,0.213,0.328,2.6,2.9,-4.35,-3.61,-5.42,192,171,200,45,12,76.2,4.02,3.51,,TE
2557952,Wayne Gallman,RB,ATL,2.73,0.503,0.143,2.3,3.19,-8.27,-6.67,-10.4,319,281,308,69,14,73.5,2.95,3.49,,RB
2557952,Wayne Gallman,RB,MIN,2.73,0.503,0.143,2.3,3.19,-8.27,-6.67,-10.4,319,281,308,69,14,73.5,2.95,3.49,,RB
2543743,Carlos Hyde,RB,JAC,2.59,0.985,0.026,1.53,4.05,-8.42,-7.44,-9.56,325,307,291,70,14,64.7,3.73,5.27,,RB
2555418,Jordan Howard,RB,FA,2.56,1.82,0.283,1.35,3.85,-8.44,-7.62,-9.76,327,318,294,71,15,63.5,7.33,10.6,,RB
2555418,Jordan Howard,RB,PHI,2.56,1.82,0.283,1.35,3.85,-8.44,-7.62,-9.76,327,318,294,71,15,63.5,7.33,10.6,,RB
2495438,Kyle Rudolph,TE,NYG,2.42,0.767,0.0268,1.53,3.48,-4.68,-4.68,-4.83,198,208,187,46,12,43.8,2.39,3.51,,TE
2560738,Chris Herndon,TE,MIN,2.4,1.24,0.000958,1.04,3.36,-4.71,-5.17,-4.95,199,222,190,47,12,56.8,5.74,7.39,,TE
2553454,Geoff Swaim,TE,TEN,2.39,0.353,0.0847,2.06,2.85,-4.71,-4.15,-5.46,200,191,202,48,12,49.9,1.53,1.81,,TE
2560880,Durham Smythe,TE,MIA,2.31,0.959,0.0114,0.955,2.9,-4.79,-5.26,-5.41,202,230,199,49,12,48,4.38,5.6,,TE
2565129,Charlie Woerner,TE,SF,2.3,1.53,0.0929,0.891,3.82,-4.8,-5.32,-4.49,203,236,177,50,12,46.7,2.05,5.08,,TE
2566544,Trey Sermon,RB,SF,2.28,0.995,0.176,1.3,3.35,-8.73,-7.66,-10.3,332,320,304,72,15,70.1,6.45,8.03,,RB
2539275,Mike Glennon,QB,NYG,2.11,1.64,0.122,1.01,3.25,-17.5,-16.6,-18.2,431,379,378,35,15,,,4.99,,QB
2552429,Ty Montgomery,RB,NO,2.1,0.904,0.0373,1.23,2.97,-8.9,-7.74,-10.6,337,326,314,73,15,65.7,3.17,4.54,,RB
2539265,Rex Burkhead,RB,HOU,2.06,0.126,0.0644,1.93,2.17,-8.94,-7.04,-11.4,338,293,327,74,15,71.9,4.26,4.04,,RB
2565968,Demetric Felton,RB,CLE,2,0.373,0.0502,1.74,2.41,-9,-7.22,-11.2,341,297,323,75,15,61.5,4.73,5.02,,RB
2555365,Brandon Allen,QB,CIN,1.99,1.51,0.00779,0.976,3.03,-17.6,-16.6,-18.4,432,381,381,36,15,,,4.83,,QB
2562796,Gardner Minshew,QB,PHI,1.98,0.926,0.0322,1.17,2.94,-17.6,-16.4,-18.5,433,377,382,37,15,34.4,1.02,4.39,,QB
382,Joe Flacco,QB,NYJ,1.95,,0.0953,,,-17.7,,,434,,,38,15,32.9,0.87,4.35,,QB
2561461,Dontrell Hilliard,RB,FA,1.95,,0.0462,,,-9.05,,,342,,,76,15,,,,,RB
2561461,Dontrell Hilliard,RB,TEN,1.95,,0.0462,,,-9.05,,,342,,,76,15,,,,,RB
2562743,Benny Snell,RB,PIT,1.9,0.978,0.000181,1.23,2.57,-9.1,-7.74,-11,345,327,317,77,15,76.2,2.39,3.9,,RB
2560967,Kalen Ballage,RB,PIT,1.9,0.516,0.171,1.19,2.27,-9.1,-7.78,-11.3,346,332,326,78,15,74.4,4.58,5.16,,RB
2566352,Ian Book,QB,NO,1.85,1.75,0.119,0.679,3.07,-17.8,-16.9,-18.3,435,392,380,39,16,,,5.12,,QB
2495143,Andy Dalton,QB,CHI,1.73,1.58,0.0239,0.672,2.83,-17.9,-16.9,-18.6,436,393,383,40,16,,,4.92,,QB
2566364,Gary Brightwell,RB,NYG,1.73,0.547,0.00663,1.36,2.11,-9.27,-7.61,-11.5,352,317,329,79,15,82.2,2.74,3.37,,RB
2550400,Keith Smith,RB,ATL,1.73,0.861,0.101,1.13,2.31,-9.28,-7.84,-11.3,353,337,324,80,15,86.2,3.08,4.36,,RB
2552374,Ameer Abdullah,RB,CAR,1.62,0.544,0.21,1.25,2,-9.38,-7.71,-11.6,355,324,335,81,15,87.3,5.92,6.57,,RB
2567160,Jaret Patterson,RB,WAS,1.41,0.497,0.0023,0.873,1.78,-9.59,-8.09,-11.8,362,351,337,82,15,70.6,4.52,5.06,,RB
2564994,Anthony McFarland,RB,PIT,1.41,0.859,0.0374,0.669,2.31,-9.59,-8.3,-11.3,363,360,325,83,16,87.4,3.01,4.28,,RB
2566058,Jermar Jefferson,RB,DET,1.38,0.00707,0.00259,1.37,1.37,-9.63,-7.6,-12.2,364,315,345,84,16,96,5.72,5.26,,RB
2556762,Elijhaa Penny,RB,NYG,1.37,0.313,0.00254,1.08,1.71,-9.63,-7.89,-11.9,365,340,339,85,16,68.1,4.71,4.87,,RB
2560765,Kerryon Johnson,RB,SF,1.37,,0.0574,,,-9.63,,,366,,,86,16,,,,,RB
2560765,Kerryon Johnson,RB,FA,1.37,,0.0574,,,-9.63,,,366,,,86,16,,,,,RB
2565258,Ke'Shawn Vaughn,RB,TB,1.31,0.26,0.0444,1.13,1.49,-9.69,-7.83,-12.1,368,335,343,87,16,102,4.5,4.55,,RB
2556803,C.J. Ham,RB,MIN,1.27,0.0799,0.00908,1.22,1.36,-9.74,-7.75,-12.3,370,328,347,88,16,79.2,3.72,3.4,,RB
2566076,Kylin Hill,RB,GB,1.26,1.08,0.0121,0.52,2.01,-9.75,-8.45,-11.6,371,361,334,89,16,,,4.32,,RB
2495467,Taiwan Jones,RB,BUF,1.25,,0.0352,,,-9.76,,,372,,,90,16,,,,,RB
2566313,Kene Nwangwu,RB,MIN,1.21,1.29,0.0154,0.325,2.09,-9.79,-8.64,-11.5,374,368,332,91,16,95.5,3.5,5.65,,RB
2561099,Mike Boone,RB,DEN,1.2,0.664,0.0164,0.516,1.86,-9.81,-8.45,-11.8,375,363,336,92,16,89.8,2.79,3.66,,RB
2565066,Gabe Nabers,RB,LAC,1.18,,0.0476,,,-9.82,,,377,,,93,16,95.4,2.87,4.89,,RB
2562890,Jakob Johnson,RB,NE,1.13,0.474,0.0404,0.809,1.46,-9.87,-8.16,-12.2,380,354,344,94,16,91.7,3.89,4.38,,RB
2560986,Jason Cabinda,RB,DET,1.09,,0.02,,,-9.91,,,382,,,95,16,,,,,RB
2555432,Andy Janovich,RB,CLE,1.07,,0.0021,,,-9.93,,,383,,,96,16,,,,IR,RB
2552636,Michael Burton,RB,KC,1.07,0.385,0.00377,0.807,1.34,-9.93,-8.16,-12.3,384,355,349,97,16,,,1.45,,RB
2560817,Ryan Nall,RB,CHI,1.07,0.251,0.0153,0.895,1.24,-9.94,-8.07,-12.4,385,349,353,98,16,81.1,2.17,2.19,,RB
2559362,Dare Ogunbowale,RB,JAC,1.05,0.125,0.0137,0.952,1.18,-9.95,-8.01,-12.4,386,347,354,99,16,89.8,10.6,10.5,,RB
2562600,Trayveon Williams,RB,CIN,1.04,0.0672,0.00513,0.991,1.08,-9.97,-7.98,-12.5,388,345,356,100,16,92.4,7.09,6.76,,RB
